City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Oranjestad,AW,12.524,-70.027,80.55,89,40,18.41,scattered clouds
474,Saint-Joseph,RE,-21.3667,55.6167,75.58,77,20,12.12,few clouds
475,Vung Tau,VN,10.346,107.0843,81.81,76,100,4.97,overcast clouds
476,Caravelas,BR,-17.7125,-39.2481,73.27,85,0,2.51,clear sky
477,Port Keats,AU,-14.25,129.55,90.28,56,81,6.87,broken clouds
478,Hambantota,LK,6.1241,81.1185,86.34,84,20,6.91,few clouds
479,Susangerd,IR,31.5608,48.1831,77.58,49,21,3.2,few clouds
480,Miri,MY,4.4148,114.0089,77.14,94,40,8.05,scattered clouds
481,Verkhnyaya Sinyachikha,RU,57.976,61.6673,38.77,42,13,4.09,few clouds
482,Togur,RU,58.3631,82.8265,43.32,84,100,10.07,overcast clouds
483,Esil,KZ,51.9556,66.4042,67.42,35,62,3.15,broken clouds
484,Kloulklubed,PW,7.0419,134.2556,81.1,76,18,9.48,few clouds
485,Nantucket,US,41.2835,-70.0995,48.31,59,0,12.66,clear sky
486,Podlesnoye,RU,51.8161,47.009,48.36,60,93,7.67,overcast clouds
487,Port-Gentil,GA,-0.7193,8.7815,80.1,82,100,3.31,light rain
488,Durant,US,33.994,-96.3708,75.56,73,0,16.11,clear sky
489,Hirara,JP,24.8,125.2833,79.07,78,75,10.36,broken clouds
490,Nortelandia,BR,-14.4547,-56.8028,73.49,62,58,0.92,broken clouds
491,Ibra,OM,22.6906,58.5334,88.9,29,7,4.72,clear sky
492,Barcelona,ES,41.3888,2.159,62.33,74,0,8.05,clear sky
493,Pasighat,IN,28.0667,95.3333,81.63,57,100,3.06,overcast clouds
494,Umea,SE,63.8284,20.2597,37.33,65,100,3.44,overcast clouds
495,Kanniyakumari,IN,8.0833,77.5667,86.65,73,99,15.66,overcast clouds
496,Soskovo,RU,52.7475,35.3828,38.98,82,88,6.51,overcast clouds
497,Ahipara,NZ,-35.1667,173.1667,66.49,69,47,10.85,scattered clouds
498,Fort Nelson,CA,58.8053,-122.7002,45.99,34,20,4.61,few clouds
499,Litovko,RU,49.2361,135.1742,50.18,40,60,8.88,broken clouds
500,Kahului,US,20.8947,-156.47,80.62,66,40,25.32,scattered clouds
501,Nicoya,CR,10.1483,-85.452,79.54,74,99,3.69,overcast clouds
502,Mozhaysk,RU,55.5019,36.0272,32.02,78,30,6.82,scattered clouds
503,Vetluga,RU,57.8557,45.781,38.86,66,54,9.93,broken clouds
504,Wuwei,CN,37.9281,102.6414,49.14,42,100,5.66,overcast clouds
505,Olinda,BR,-8.0089,-34.8553,76.73,83,40,3.44,scattered clouds
506,Yar-Sale,RU,66.8333,70.8333,25.07,81,100,17.11,overcast clouds
507,Cuamba,MZ,-14.8031,36.5372,58.35,95,19,2.93,few clouds
508,Biltine,TD,14.5333,20.9167,83.08,13,72,5.66,broken clouds
509,Shahreza,IR,32.0339,51.8794,54.64,74,100,1.39,light rain
510,Richards Bay,ZA,-28.783,32.0377,70.79,83,93,15.03,overcast clouds
511,Duku,NG,11.2361,4.9073,86.72,49,100,5.97,overcast clouds
512,Padang,ID,-0.9492,100.3543,87.85,65,82,4.54,broken clouds
513,La Ronge,CA,55.1001,-105.2842,46.65,49,40,4.61,scattered clouds
514,Omboue,GA,-1.5746,9.2618,77.09,91,100,2.91,light rain
515,Argayash,RU,55.4888,60.8767,40.69,43,95,8.88,overcast clouds
516,Kamaishi,JP,39.2667,141.8833,49.78,75,16,2.26,few clouds
517,Guiyang,CN,26.5833,106.7167,55.89,88,100,8.95,overcast clouds
518,Riberalta,BO,-10.9833,-66.1,72.77,90,98,2.62,overcast clouds
519,Asau,RO,46.4333,26.4,41.95,100,22,3.27,few clouds
520,Messina,IT,38.1933,15.5497,64.2,61,0,6.91,clear sky
521,Lorengau,PG,-2.0226,147.2712,83.28,74,85,2.91,overcast clouds
522,Markova,UA,48.6758,24.4138,43.59,91,85,1.54,overcast clouds
523,Port Blair,IN,11.6667,92.75,87.84,70,40,2.3,haze
524,Morehead,US,37.2711,-87.1764,67.98,72,0,5.75,clear sky
525,Flinders,AU,-34.5833,150.8552,68.18,72,100,8.99,overcast clouds
526,Mehamn,NO,71.0357,27.8492,27.86,66,100,22.35,overcast clouds
527,Lubango,AO,-14.9172,13.4925,59.56,67,61,4.07,broken clouds
528,Terme,TR,41.2092,36.9739,54.95,90,68,3.62,broken clouds
529,Naberera,TZ,-4.2,36.9333,58.24,96,71,3.87,broken clouds
530,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,72,0,16.11,clear sky
531,Azanka,RU,58.0401,64.7893,40.32,42,5,3.96,clear sky
532,Tapes,BR,-30.6733,-51.3958,55.8,74,0,3.06,clear sky
533,Sitka,US,57.0531,-135.33,49.89,62,75,4.61,broken clouds
534,Trujillo,PE,-8.116,-79.03,64.36,88,100,4.61,mist
535,Praxedis Guerrero,MX,31.3667,-106.0167,76.46,8,0,6.24,clear sky
536,Havoysund,NO,70.9963,24.6622,28.63,67,100,26.42,light snow
537,Menongue,AO,-14.6585,17.691,55.83,79,4,3.89,clear sky
538,Shenzhen,CN,22.5455,114.0683,80.85,89,100,8.84,overcast clouds
539,Parga,GR,39.2831,20.3964,61.65,68,83,3.06,broken clouds
540,Senovo,SI,46.0236,15.4769,45.39,87,3,2.3,clear sky
541,Kawalu,ID,-7.3817,108.2082,87.62,60,55,3.02,broken clouds
542,Ouahigouya,BF,13.5828,-2.4216,88.43,32,95,5.59,overcast clouds
543,Chimala,TZ,-8.85,34.0167,61.3,89,63,2.86,broken clouds
544,Kaeo,NZ,-35.1,173.7833,62.33,94,56,11.34,broken clouds
545,Igbo Ora,NG,7.4333,3.2833,73.81,92,97,3.27,overcast clouds
546,Ancud,CL,-41.8697,-73.8203,42.58,82,78,1.7,broken clouds
547,San Jose,US,37.3394,-121.895,60.67,56,75,11.5,broken clouds
548,Olafsvik,IS,64.8945,-23.7142,43.48,90,52,7.65,broken clouds
549,Sept-Iles,CA,50.2001,-66.3821,36.12,83,100,13.8,overcast clouds
550,Rurrenabaque,BO,-14.4413,-67.5278,70.34,99,83,2.15,broken clouds
551,Oneida,US,43.2001,-75.4663,41.22,59,0,4.61,clear sky
552,Volksrust,ZA,-27.3654,29.8818,46.0,91,66,3.74,broken clouds
553,Quatre Cocos,MU,-20.2078,57.7625,78.1,69,5,9.95,clear sky
554,Urambo,TZ,-5.0667,32.05,65.68,86,98,2.64,overcast clouds
555,Harlingen,US,26.1906,-97.6961,78.71,90,75,17.27,broken clouds
556,Sexsmith,CA,55.35,-118.786,36.75,87,75,3.44,broken clouds
557,Lujan,AR,-34.5703,-59.105,44.31,82,0,3.04,clear sky
558,Omagari,JP,39.45,140.4833,54.36,46,37,7.29,scattered clouds
559,Taltal,CL,-25.4,-70.4833,61.09,80,100,4.18,overcast clouds
560,Saravena,CO,6.9538,-71.8752,71.47,95,76,2.01,broken clouds
561,Bull Savanna,JM,17.8868,-77.5902,73.78,84,39,8.21,scattered clouds
562,Cortez,US,37.3489,-108.5859,47.16,20,0,0.0,clear sky
563,San Pedro De Uraba,CO,8.2752,-76.3764,76.17,93,100,2.15,overcast clouds
564,Paamiut,GL,61.994,-49.6678,28.15,93,100,17.22,light snow
565,Piacabucu,BR,-10.4056,-36.4344,74.26,78,90,1.83,overcast clouds
566,Zelenoborsk,RU,61.4669,64.0333,35.87,55,3,9.53,clear sky
567,Akdepe,TM,42.0551,59.3788,71.69,21,100,8.57,overcast clouds
568,Ayan,RU,56.45,138.1667,33.89,85,100,4.23,overcast clouds
569,Barcelos,PT,41.5388,-8.6151,58.84,79,8,2.04,clear sky
570,Portmore,JM,17.9702,-76.8672,78.76,81,20,4.61,few clouds
571,Fez,MA,34.0372,-4.9998,52.05,76,0,11.5,clear sky
572,Dakar,SN,14.6937,-17.4441,67.08,100,20,18.41,few clouds
573,Vanimo,PG,-2.6741,141.3028,82.36,74,100,3.11,overcast clouds
574,Iqaluit,CA,63.7506,-68.5145,15.53,67,75,6.91,broken clouds
575,Quelimane,MZ,-17.8786,36.8883,67.95,93,20,3.44,few clouds
576,Hue,VN,16.4667,107.6,80.71,89,75,8.05,broken clouds
577,Launceston,AU,-41.45,147.1667,62.62,53,40,20.71,scattered clouds
578,Mae Sai,TH,20.4335,99.8762,93.47,39,75,4.21,broken clouds
579,Zhaozhou,CN,45.6833,125.3167,37.36,94,100,21.03,overcast clouds
580,Chernyshevskiy,RU,63.0128,112.4714,35.38,99,100,7.38,moderate rain
581,Kashi,CN,39.4547,75.9797,61.81,27,75,13.42,dust
582,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,92,75,12.66,broken clouds
583,La Palma,US,33.8464,-118.0467,69.96,72,0,8.05,clear sky
584,Sillamae,EE,59.3997,27.7547,35.2,62,18,6.02,few clouds
585,Beeville,US,28.4008,-97.7483,75.97,83,100,11.5,overcast clouds
586,Novobirilyussy,RU,56.9514,90.6661,66.33,51,100,10.07,overcast clouds
587,Matagami,CA,49.7502,-77.6328,32.11,55,0,3.44,clear sky
588,Ixtapa,MX,20.7,-105.2,69.24,56,0,3.02,clear sky
589,Mitsamiouli,KM,-11.3847,43.2844,75.49,94,75,5.75,light rain
590,Tessalit,ML,20.1986,1.0114,75.87,10,0,3.22,clear sky
591,Huilong,CN,31.8111,121.655,56.95,71,100,7.45,overcast clouds
592,Kokkola,FI,63.8385,23.1307,38.03,83,0,5.99,moderate rain
593,Northam,GB,51.0333,-4.2167,42.62,77,100,6.98,overcast clouds
594,Rundu,NA,-17.9333,19.7667,58.44,62,0,4.7,clear sky
595,Atasu,KZ,48.6814,71.6433,69.37,22,91,4.21,overcast clouds
596,Shimoda,JP,34.6667,138.95,61.16,61,70,13.22,broken clouds
597,Dingle,PH,10.9995,122.6711,87.39,64,86,10.42,overcast clouds
598,Ulladulla,AU,-35.35,150.4667,67.77,49,100,9.66,overcast clouds
599,Cururupu,BR,-1.8283,-44.8683,73.98,95,54,2.44,broken clouds
600,Riyadh,SA,24.6877,46.7219,66.34,40,1,6.91,clear sky
601,Dali,CN,25.7,100.1833,76.24,26,2,7.14,clear sky
602,Nouadhibou,MR,20.931,-17.0347,62.58,88,40,19.57,scattered clouds
603,Ostrovnoy,RU,68.0531,39.5131,21.97,85,100,17.92,overcast clouds
604,Yamada,JP,39.4667,141.95,50.45,73,4,1.34,clear sky
605,Kelo,TD,9.3086,15.8066,81.16,57,100,6.22,overcast clouds
606,Saint-Pierre,RE,-21.3393,55.4781,77.29,72,0,0.0,clear sky
607,Lansing,US,42.7325,-84.5555,51.85,28,0,9.22,clear sky
608,Biak,ID,-0.9131,122.8766,81.36,76,93,1.45,overcast clouds
609,Aguilas,ES,37.4063,-1.5829,60.35,56,1,3.65,clear sky
610,Along,IN,28.1667,94.7667,80.44,52,100,0.58,moderate rain
611,Valparaiso,CL,-33.0393,-71.6273,55.47,73,0,4.61,clear sky
612,Adjumani,UG,3.3779,31.7909,64.63,97,100,2.89,overcast clouds
613,Maha Sarakham,TH,16.3333,103.6667,87.62,67,100,0.65,overcast clouds
614,Biloela,AU,-24.4167,150.5,86.04,35,11,5.3,few clouds
615,Ayagoz,KZ,47.9714,80.4392,63.19,23,100,1.14,overcast clouds
616,Vagay,RU,57.9375,69.0217,37.9,46,7,7.38,clear sky
617,Sindal,DK,57.4712,10.2031,37.13,80,78,2.93,broken clouds
618,Noyabrsk,RU,63.1994,75.4507,25.84,82,73,6.71,broken clouds
619,Kanelovskaya,RU,46.5908,39.19,54.41,79,95,8.19,light rain
620,Santa Cruz Del Sur,CU,20.7147,-77.9956,74.71,71,43,13.0,light rain
621,Bone,DE,51.9669,12.1396,46.81,84,100,6.78,overcast clouds
622,Mayskiy,RU,47.6931,40.1025,47.61,63,98,8.28,overcast clouds
623,Amahai,ID,-3.3333,128.9167,85.8,66,48,4.92,scattered clouds
624,Amazar,RU,53.858,120.875,44.42,29,94,4.16,overcast clouds
625,Santa Rosa,PH,14.3122,121.1114,91.38,67,100,11.68,overcast clouds
626,Ulaangom,MN,49.9811,92.0667,60.84,18,17,7.94,few clouds
627,Kuryk,KZ,43.2,51.65,61.07,73,100,12.33,overcast clouds
628,Mocajuba,BR,-2.5842,-49.5072,73.36,99,100,3.38,overcast clouds
629,San Patricio,US,28.017,-97.5169,77.09,86,6,14.92,clear sky
630,Monrovia,LR,6.3005,-10.7969,76.77,81,87,5.01,light rain
631,Pa Sang,TH,18.5262,98.9394,94.01,34,93,2.89,overcast clouds
632,Awbari,LY,26.5921,12.7805,71.1,23,0,11.25,clear sky
633,Honiara,SB,-9.4333,159.95,83.84,75,100,2.26,overcast clouds
634,Boguchany,RU,58.3814,97.4531,62.01,73,66,9.93,broken clouds
635,Kentau,KZ,43.5206,68.5094,77.29,34,21,6.22,few clouds
636,Sadiqabad,PK,28.3062,70.1307,102.78,10,0,6.6,clear sky
637,Soverato,IT,38.685,16.5499,57.16,58,93,5.59,overcast clouds
638,Magog,CA,45.2668,-72.1491,41.7,48,54,2.3,broken clouds
639,Zyryanskoye,RU,56.8306,86.6258,65.55,52,100,11.54,overcast clouds
640,Sakakah,SA,29.9697,40.2064,67.57,43,40,9.4,scattered clouds
641,Todos Santos,MX,23.45,-110.2167,62.65,78,8,8.14,clear sky
642,San Vicente,AR,-26.6167,-54.1333,58.32,98,87,3.2,overcast clouds
643,Madera,US,37.1666,-119.8343,67.44,43,5,4.59,clear sky
644,Payette,US,44.0782,-116.9338,49.86,45,33,5.97,scattered clouds
645,Leh,IN,34.1667,77.5833,47.48,45,52,1.7,broken clouds
646,Asheville,US,35.6009,-82.554,60.69,70,88,2.24,overcast clouds
647,Galbshtadt,RU,53.2264,78.9845,68.36,28,79,11.45,broken clouds
648,Luwuk,ID,-0.9516,122.7875,83.89,77,96,1.86,overcast clouds
649,Majagual,CO,8.5389,-74.6204,75.52,93,87,2.28,overcast clouds
650,Dillon,US,34.4166,-79.3712,66.45,73,58,4.07,broken clouds
651,Bellavista,PE,-7.0561,-76.5911,69.64,98,100,1.52,overcast clouds
652,Svay Rieng,KH,11.0879,105.7993,86.0,60,68,3.78,broken clouds
653,Port Hedland,AU,-20.3167,118.5667,80.65,50,100,16.11,overcast clouds
654,Vila,PT,42.0304,-8.1588,54.7,76,13,2.75,few clouds
655,Pasni,PK,25.2631,63.471,85.86,68,0,15.48,clear sky
656,Puerto El Triunfo,SV,13.2833,-88.55,80.24,82,48,4.72,scattered clouds
657,Ndele,CF,8.4109,20.6473,73.69,73,100,5.68,overcast clouds
658,Mount Gambier,AU,-37.8333,140.7667,62.51,59,75,18.41,broken clouds
659,Alakurtti,RU,66.9672,30.3491,27.75,78,95,7.14,overcast clouds
660,Sovetskaya Gavan,RU,48.9723,140.2878,39.6,55,98,7.49,overcast clouds
661,Kabalo,CD,-6.05,26.9167,67.84,98,94,2.93,overcast clouds
662,Samarai,PG,-10.6167,150.6667,83.53,74,52,8.68,broken clouds
663,Kunming,CN,25.0389,102.7183,71.53,43,20,11.18,few clouds
664,Chernigovka,RU,44.3389,132.5728,51.84,51,100,23.35,light rain
665,Mangit,UZ,40.5971,70.9607,77.83,35,68,0.94,broken clouds
666,Chissamba,AO,-12.1667,17.3333,57.0,82,40,4.16,scattered clouds
667,Mandiana,GN,10.6333,-8.6833,81.7,56,98,1.52,overcast clouds
668,Kedrovyy,RU,56.1667,91.8167,70.21,51,98,9.64,overcast clouds
669,Karratha,AU,-20.7377,116.8463,80.13,50,99,19.95,overcast clouds
670,Tazovskiy,RU,67.4667,78.7,21.83,84,31,15.99,scattered clouds
671,Alacranes,CU,22.7675,-81.5675,71.51,65,0,7.83,clear sky
672,Ornskoldsvik,SE,63.2909,18.7153,36.55,75,100,13.8,overcast clouds
673,Usinsk,RU,65.9939,57.5281,22.12,80,92,12.28,overcast clouds
674,Fairbanks,US,64.8378,-147.7164,58.96,31,0,0.0,clear sky
675,Muravlenko,RU,63.7898,74.523,22.95,80,28,9.64,scattered clouds
676,Yatou,CN,37.15,122.3833,57.06,47,100,16.42,overcast clouds
677,Dudinka,RU,69.4058,86.1778,16.63,92,100,12.08,overcast clouds
678,Eureka,US,40.8021,-124.1637,56.93,69,100,3.47,overcast clouds
679,Pechenga,RU,69.5259,31.1703,24.06,89,99,15.46,overcast clouds
680,Ormara,PK,25.2088,64.6357,85.37,71,0,18.95,clear sky
681,Lazaro Cardenas,MX,17.9583,-102.2,75.78,76,8,4.27,clear sky
682,Rybinsk,RU,58.0446,38.8426,30.2,86,98,10.76,overcast clouds
683,Aginskoye,RU,51.1,114.53,49.73,23,84,12.21,broken clouds
684,Puro,PH,12.4841,123.3827,87.04,63,78,8.23,broken clouds
685,Phalaborwa,ZA,-23.943,31.1411,63.68,51,0,6.64,clear sky
686,San Javier,ES,37.8063,-0.8374,56.68,90,1,4.61,clear sky
687,Panguna,PG,-6.3164,155.4848,75.45,85,56,1.72,moderate rain
688,Marsabit,KE,2.3284,37.9899,65.3,85,10,10.76,clear sky
689,Pingliang,CN,35.5392,106.6861,52.21,20,97,17.81,overcast clouds
690,Porto Belo,BR,-27.1578,-48.5531,68.9,73,100,8.99,overcast clouds
691,Bicas,BR,-21.7253,-43.0594,62.04,99,26,4.59,scattered clouds
692,Dhidhdhoo,MV,6.8833,73.1,85.86,72,45,10.96,scattered clouds
693,Poso,ID,-1.3959,120.7524,85.91,67,55,3.49,broken clouds
694,Aksu,CN,41.1231,80.2644,64.15,26,96,6.04,overcast clouds
695,Kara,TG,9.5511,1.1861,75.25,74,100,2.39,overcast clouds
696,Sioux Lookout,CA,50.1001,-91.917,39.27,75,100,5.75,moderate rain
697,Tura,IN,25.5198,90.2201,83.41,58,98,2.75,overcast clouds
698,Diego De Almagro,CL,-26.3667,-70.05,58.23,58,99,1.99,overcast clouds
699,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,70.09,99,100,0.47,overcast clouds
700,Lastoursville,GA,-0.8143,12.7287,71.1,97,100,0.69,overcast clouds
701,Flagstaff,US,35.1981,-111.6513,52.18,20,0,3.44,clear sky
702,Riachao,BR,-7.3619,-46.6172,73.62,72,84,3.06,broken clouds
703,Gazli,UZ,40.1333,63.45,80.62,17,4,8.21,clear sky
704,Palora,EC,-1.7,-77.9333,65.53,99,100,1.54,moderate rain
705,Comarapa,BO,-17.9,-64.4833,53.08,96,90,1.39,overcast clouds
706,Barinas,VE,8.6226,-70.2075,78.84,100,95,0.0,overcast clouds
707,Jieshi,CN,22.8134,115.8257,81.95,77,100,18.68,overcast clouds
708,Ranot,TH,7.7777,100.3213,82.67,71,100,2.1,overcast clouds
709,Acarau,BR,-2.8856,-40.12,78.19,83,100,7.7,overcast clouds
710,Nanortalik,GL,60.1432,-45.2371,37.54,88,82,4.14,broken clouds
